DEPTH,GR,RHOB,Vp,Vsh,Caliper,Porosity,Resistivity,Stress,PP
30.016,60.0602,1.6555,1.4791,0.080767646,9.6315,66.6633,0.858,486976.5824,1768
30.1684,60.5284,1.6696,1.4795,0.088977144,9.6047,68.3208,0.9079,493617.7743,1768
30.3208,60.0383,1.6944,1.479,0.080383648,9.8752,64.9913,0.9453,503480.5225,1769
30.4732,58.6088,1.7342,1.4782,0.055318552,10.2839,66.1457,0.8796,517896.9097,1771
30.6256,59.059,1.6975,1.4778,0.063212435,10.3699,66.3035,0.8693,509472.1688,1769
30.778,60.8913,1.6555,1.4787,0.095340294,10.5607,68.7238,0.8699,499339.1942,1769.506
30.9304,61.6309,1.617,1.4803,0.108308566,10.7195,69.6332,0.8681,490141.6766,1767
31.0828,61.1105,1.6177,1.4811,0.099183784,10.8958,64.109,0.8787,492769.9265,1768.506
31.2352,60.3495,1.6165,1.4812,0.085840281,10.5175,65.2546,0.8735,494818.6678,1769
31.3876,61.2862,1.64,1.481,0.102264538,10.0501,67.7654,0.8782,504461.5072,1768.506
31.54,62.1771,1.6603,1.4806,0.11788573,9.7097,64.8772,0.8696,513185.4476,1769
31.6924,61.287,1.6977,1.4798,0.102278565,9.9219,66.0853,0.855,527281.0373,1769.5
31.8448,62.6791,1.7082,1.4791,0.126687883,10.0935,63.1421,0.8582,533093.4161,1769
31.9972,60.6721,1.7105,1.4797,0.091496804,10.2005,65.2054,0.8818,536365.8639,1769.502
32.1496,62.2572,1.6949,1.482,0.119290217,10.1695,67.6127,0.8553,534005.499,1771
32.302,58.9299,1.677,1.4842,0.060948774,10.1396,67.513,0.8495,530870.4492,1770
32.4544,60.9519,1.6622,1.4835,0.096402865,10.0069,60.0452,0.8471,528667.8961,1770
32.6068,59.7245,1.6493,1.4819,0.074881425,10.0008,65.6894,0.8501,527028.2734,1769.5
32.7592,58.9553,1.6341,1.4816,0.061394142,9.8613,65.8197,0.8452,524611.7255,1770
32.9116,56.1415,1.6188,1.4815,0.012056495,9.8682,70.7354,0.8459,522117.5212,1770
33.064,55.8746,1.6046,1.4814,0.007376625,9.8564,72.0084,0.8524,519934.0451,1770
33.2164,57.6812,1.5898,1.4816,0.039053856,9.9519,68.4371,0.8406,517512.8407,1772
33.3688,58.6559,1.5979,1.4817,0.056144411,10.0071,72.2275,0.856,522536.0541,1771
33.5212,57.155,1.6067,1.4817,0.029827376,9.866,63.98,0.8507,527813.418,1773
33.6736,55.4539,1.6283,1.4819,0,9.6814,66.2918,0.8639,537341.0842,1772.5
33.826,56.6481,1.6425,1.4823,0.020939305,9.8023,66.8411,0.8624,544480.209,1771.996
33.9784,59.3141,1.6497,1.4833,0.067685402,9.9035,65.9483,0.8877,549330.8315,1771.996
34.1308,58.8659,1.6659,1.485,0.059826587,10.0157,65.4239,0.85,557213.2973,1773
34.2832,58.9473,1.6679,1.4873,0.061253868,9.7975,69.4421,0.8632,560373.3029,1771.506
34.4356,57.4975,1.6818,1.4888,0.035832829,9.5817,65.6253,0.8573,567555.1624,1772.502
34.588,63.9388,1.6894,1.4886,0.148775677,9.5281,65.2361,0.8774,572643.0786,1774
34.7404,73.2993,1.699,1.4878,0.312904272,9.5595,61.9083,0.8803,578434.6081,1772.506
34.8928,86.272,1.7039,1.4866,0.540369796,9.7799,66.1379,0.8769,582647.6508,1774
35.0452,91.9812,1.6946,1.4852,0.640475877,9.8316,65.216,0.8765,581998.44,1775.5
35.1976,85.8042,1.6923,1.4854,0.532167311,10.0099,63.6048,0.8766,583736.0051,1775
35.35,72.2741,1.6947,1.4878,0.294928241,10.1335,63.3881,0.8809,587094.921,1775
35.5024,71.9922,1.7014,1.4899,0.289985359,10.216,62.6495,0.8761,591957.0769,1777
35.6548,80.8888,1.6993,1.4898,0.445979853,10.1926,61.2185,0.8956,593764.3761,1777
35.8072,92.9559,1.7013,1.4883,0.657566433,10.372,62.3959,0.8746,597004.1357,1776
35.9596,93.3148,1.6982,1.4869,0.663859446,10.435,65.9587,0.8727,598452.6087,1776
