DEPTH,GR,RHOB,Vp,Vsh,Caliper,Porosity,Resistivity,Stress,PP
30.5492,56.6608,1.5681,1.4698,0.021161989,9.9376,73.6352,0.8033,469461.1651,1651
30.7016,58.2829,1.5703,1.4741,0.049604166,9.9197,69.9936,0.8017,472465.0803,1649
30.854,57.4938,1.5619,1.4792,0.035767953,9.8656,70.829,0.8134,472270.4535,1651
31.0064,56.5625,1.561,1.4779,0.019438381,9.9128,68.751,0.8123,474329.7059,1652
31.1588,55.0704,1.5607,1.4696,-0.006724354,9.9652,70.2462,0.8044,476569.4838,1653
31.3112,56.0846,1.5619,1.464,0.011058801,9.9573,72.5472,0.8142,479268.6401,1652
31.4636,56.4362,1.5604,1.4628,0.017223815,9.8848,70.9508,0.8046,481138.8541,1650
31.616,57.761,1.5562,1.4632,0.040453083,9.8614,70.0277,0.7911,482168.0282,1652
31.7684,57.0206,1.558,1.4627,0.027470784,9.8521,70.454,0.7804,485052.6386,1652
31.9208,55.9548,1.559,1.4582,0.008782866,9.8666,73.0065,0.783,487692.3666,1651
34.8164,56.6148,1.5944,1.4737,0.020355418,10.564,66.2435,0.791,544010.428,1657
34.9688,67.5407,1.6004,1.4735,0.211932002,10.5248,64.6717,0.7734,548447.8617,1656
35.1212,78.7934,1.606,1.473,0.409238754,10.4995,64.7392,0.7816,552765.5426,1656
35.2736,82.127,1.6063,1.4802,0.467690662,10.4953,62.5607,0.8022,555267.8401,1658
35.426,81.3423,1.6077,1.4939,0.453931599,10.5188,62.9553,0.8214,558152.926,1656
35.5784,79.9282,1.6107,1.4954,0.42913653,10.5396,65.7574,0.8152,561600.063,1657
35.7308,81.2794,1.6179,1.4872,0.4528287,10.5763,66.5548,0.8,566526.8409,1656
35.8832,86.1109,1.6199,1.4854,0.537545041,10.6291,62.3695,0.8145,569646.5177,1658
36.0356,88.062,1.626,1.4882,0.571755959,10.6928,65.6481,0.8358,574220.0789,1657
36.188,88.2645,1.6272,1.4922,0.575306629,10.7381,65.1977,0.8026,577074.1133,1658
36.3404,85.6648,1.6322,1.4932,0.529723048,10.7403,63.213,0.7959,581285.0486,1657
36.4928,86.1134,1.6337,1.487,0.537588876,10.7085,67.2969,0.8109,584259.2161,1657
36.6452,85.8888,1.6322,1.4844,0.533650702,10.6856,67.7243,0.7905,586160.4953,1659
