DEPTH,GR,RHOB,Vp,Vsh,Caliper,Porosity,Resistivity,Stress,PP
23.1114,42.2675,1.5396,1.4538,0,10.3024,68.9967,0.7035,348706.6521,1538
23.2638,43.2788,1.5566,1.4538,0.014400465,10.243,70.2177,0.7124,354881.8246,1540
23.4162,45.4126,1.5587,1.4542,0.044784833,10.2102,68.3861,0.7326,357688.5432,1539
23.5686,47.888,1.5438,1.4546,0.080033434,10.3507,68.3226,0.7538,356575.0059,1540.5
23.721,48.2476,1.5214,1.4551,0.085153979,10.4663,63.1928,0.7751,353673.4681,1541
23.8734,47.7016,1.5097,1.4564,0.077379181,10.3132,65.5226,0.7902,353208.3854,1541
24.0258,48.8474,1.492,1.4586,0.093694866,10.1303,61.6762,0.7828,351295.6373,1540
24.1782,53.8641,1.4951,1.4604,0.165130456,10.008,71.9187,0.774,354258.5028,1541.9919
24.3306,58.7078,1.5118,1.461,0.234102602,9.9903,63.7571,0.7609,360473.4106,1542
24.483,59.8798,1.5544,1.4603,0.250791363,9.9158,68.1314,0.7506,372952.477,1540
24.6354,58.4624,1.604,1.4586,0.230608214,9.8972,66.1701,0.7479,387248.7797,1542
24.7878,58.7053,1.6229,1.4582,0.234067003,10.0509,67.6515,0.7462,394235.5821,1543
24.9402,57.545,1.6258,1.4593,0.217544844,10.0265,64.2687,0.7474,397368.2162,1539
25.0926,55.9023,1.6198,1.4599,0.194153522,10.0861,63.6661,0.7481,398320.9361,1539.5179
25.245,54.3733,1.627,1.4594,0.172381239,10.0872,69.1362,0.7474,402521.427,1540.012
25.3974,53.8759,1.6355,1.4582,0.165298482,10.1207,68.7671,0.7484,407066.9875,1541.504
25.5498,53.4071,1.6388,1.458,0.158622978,10.0766,66.4755,0.7547,410335.92,1543
25.7022,52.8288,1.642,1.4591,0.150388242,9.929,62.3916,0.762,413589.5215,1541
25.8546,53.5327,1.6223,1.4602,0.160411466,9.7866,63.4587,0.7722,411050.3923,1541
26.007,54.3001,1.6213,1.4602,0.171338903,9.6194,62.0947,0.7805,413218.4612,1543
26.1594,53.9095,1.6158,1.4597,0.165776932,9.583,70.8911,0.7774,414229.9135,1544
26.3118,55.424,1.6276,1.4594,0.187342742,9.598,67.4387,0.7743,419685.8397,1542
26.4642,54.638,1.6277,1.4589,0.176150449,9.6733,69.8083,0.775,422142.6277,1541.504
26.6166,55.9244,1.6439,1.4578,0.194468217,9.8517,69.2916,0.7759,428799.2817,1544
26.769,54.372,1.6629,1.4568,0.172362727,9.832,68.6442,0.7884,436238.867,1544.5
26.9214,55.8827,1.6627,1.4564,0.193874427,9.8713,67.463,0.8013,438669.6754,1543
27.0738,62.2762,1.6322,1.4565,0.28491504,9.8219,68.316,0.7975,433060.5923,1545
27.2262,75.6368,1.6085,1.4574,0.475164075,9.8745,71.9659,0.7937,429174.7585,1545
27.3786,83.8785,1.6051,1.459,0.592522239,9.8972,73.4189,0.7772,430664.8304,1545.496
27.531,85.2876,1.6054,1.4603,0.612587199,9.9553,68.162,0.7613,433143.0205,1544
27.6834,81.6088,1.6087,1.4604,0.560202714,10.1209,65.1822,0.7616,436435.9987,1545.5
27.8358,82.1824,1.6185,1.4597,0.568370525,10.0228,71.3294,0.7619,441511.9745,1546
27.9882,83.3646,1.6441,1.4595,0.58520453,9.7914,79.0475,0.7687,450950.9163,1544.502
28.1406,84.9378,1.6444,1.4608,0.607606202,9.7477,70.7033,0.777,453489.1459,1543.0081
28.293,83.5013,1.6331,1.4644,0.587151077,9.8385,71.1797,0.7863,452811.9233,1546.496
28.4454,83.1219,1.6229,1.4679,0.581748589,10.0697,71.4507,0.7967,452407.5887,1546
28.5978,82.4671,1.6145,1.4671,0.572424527,10.1062,67.6028,0.7916,452477.2514,1545
28.7502,83.2239,1.6063,1.4642,0.583201024,10.1574,64.358,0.7712,452578.1733,1547
28.9026,81.2921,1.6017,1.4622,0.555693046,10.2335,71.3443,0.7738,453674.2853,1546.004
29.055,80.5701,1.6002,1.4616,0.545412086,10.4135,68.3407,0.7811,455639.3478,1543.5179
29.2074,81.1888,1.599,1.4619,0.5542221,10.4458,68.1558,0.7921,457685.7995,1547
29.3598,85.1097,1.5962,1.4622,0.610053982,10.3997,62.4643,0.8073,459268.305,1546
29.5122,86.2101,1.6012,1.4624,0.625723192,10.3577,68.9641,0.8099,463098.3595,1546
29.6646,86.54,1.5948,1.4622,0.630420822,10.3189,70.0055,0.7994,463629.22,1546
29.817,86.2597,1.5898,1.4618,0.626429474,10.3633,68.3523,0.7939,464550.0527,1546
29.9694,84.6398,1.5782,1.4618,0.603362814,10.3573,71.1436,0.7934,463517.5294,1544.504
30.1218,83.0133,1.5911,1.4624,0.580202173,10.4697,69.4681,0.7955,469682.6006,1546
30.2742,79.6792,1.6057,1.4635,0.532726064,10.453,63.6941,0.8002,476390.5728,1547.5
30.4266,81.1885,1.6139,1.4646,0.554217828,10.5509,67.8216,0.8048,481233.7995,1548
30.579,83.7387,1.603,1.4646,0.590531548,10.4763,74.2469,0.8092,480377.7426,1546
30.7314,85.267,1.6008,1.4641,0.612293865,10.449,65.9031,0.816,482109.2862,1548
30.8838,86.8126,1.6048,1.464,0.634302525,10.4003,68.2695,0.8252,485710.758,1548.498
31.0362,87.5445,1.6101,1.4652,0.644724457,10.4295,72.058,0.8326,489719.5791,1550.988
31.1886,87.2278,1.6011,1.4684,0.640214789,10.4789,72.6879,0.8299,489373.4611,1550
31.341,87.1552,1.591,1.4736,0.639180998,10.63,69.4334,0.8273,488662.6038,1550
31.4934,86.2469,1.5849,1.4773,0.626247207,10.7213,63.0156,0.8253,489156.1187,1550
31.6458,87.5519,1.5766,1.4777,0.64482983,10.7622,74.0794,0.8237,488949.1291,1550.496
31.7982,88.0515,1.5791,1.477,0.651943913,10.8052,67.9016,0.826,492082.8687,1548.5
31.9506,88.3689,1.5784,1.4767,0.656463549,10.8507,69.5422,0.828,494222.105,1550
32.103,87.8377,1.5857,1.4764,0.648899496,10.8112,65.5604,0.8269,498876.1256,1550.004
32.2554,84.8357,1.5991,1.4752,0.606152343,10.7874,68.196,0.8258,505480.1794,1550
32.4078,83.5544,1.601,1.473,0.587907198,10.7573,66.884,0.8217,508471.9004,1551
32.5602,84.5763,1.5863,1.471,0.602458602,10.8006,71.6526,0.8174,506172.4035,1551
32.7126,85.7051,1.5613,1.4699,0.618532215,10.7678,68.3689,0.818,500526.9873,1552
32.865,87.4865,1.5578,1.4692,0.643898563,10.7352,66.908,0.819,501731.5506,1551.496
